customer_id,order_id,order_date,product_category,product_price,quantity,discount_pct,channel,country,days_since_last_order,total_orders,total_revenue,converted
C00318,ORD000135,2023-08-25,sports,23.62,3,0.33,organic_search,FR,46,40,2974.46,1
C00595,ORD000136,2023-10-11,toys,370.77,1,0.18,direct,FR,96,21,3028.98,0
C00981,ORD000137,2023-02-01,sports,56.23,3,0.39,organic_search,DE,330,12,205.32,0
C00450,ORD000138,2023-09-26,beauty,306.85,3,0.15,social,AU,209,50,1698.45,0
C00809,ORD000139,2023-11-20,books,170.65,3,0.04,referral,AU,145,17,3621.43,0
C00929,ORD000140,2023-11-05,toys,79.43,1,0.23,paid_search,CA,158,42,3495.42,1
C00610,ORD000141,2023-12-29,electronics,158.24,4,0.26,social,UK,343,45,4146.51,0
C00702,ORD000142,2023-09-27,electronics,324.78,4,0.2,organic_search,CA,158,12,4756.33,0
C00785,ORD000143,2023-09-06,clothing,117.14,2,0.06,social,US,259,50,2703.46,0
C00540,ORD000144,2023-01-20,books,171.7,5,0.05,email,UK,83,12,4158.41,0
C00829,ORD000145,2023-03-26,books,221.65,4,0.15,referral,UK,227,40,1431.79,0
C00460,ORD000146,2023-04-30,beauty,123.39,4,0.36,paid_search,CA,347,37,4922.35,1
C00289,ORD000147,2023-07-15,beauty,266.09,2,0.33,direct,UK,128,4,3209.48,0
C00568,ORD000148,2023-02-22,books,423.72,1,0.11,paid_search,CA,230,33,745.27,1
C00970,ORD000149,2023-04-24,toys,228.31,3,0.37,email,US,202,33,1876.07,1
C00084,ORD000150,2023-07-11,clothing,18.95,1,0.34,referral,CA,74,9,201.13,0
C00484,ORD000151,2023-12-23,toys,73.7,4,0.18,organic_search,US,9,17,1086.12,1
C00963,ORD000152,2023-11-08,beauty,214.51,3,0.1,organic_search,US,122,27,3198.37,0
C00065,ORD000153,2023-02-26,toys,453.05,5,0.21,referral,DE,294,16,3595.54,1
C00002,ORD000154,2023-11-11,home_garden,124.08,4,0.07,referral,US,268,24,347.72,0
C00520,ORD000155,2023-09-17,beauty,15.07,4,0.02,email,CA,129,48,91.05,0
C00354,ORD000156,2023-05-04,books,330.27,1,0.31,referral,CA,68,3,1767.97,1
C00659,ORD000157,2023-03-31,toys,390.68,4,0.39,email,FR,93,9,324.87,0
C00469,ORD000158,2023-01-19,home_garden,104.79,2,0.35,social,CA,263,26,4945.72,1
C00260,ORD000159,2023-01-19,toys,325.22,3,0.14,organic_search,FR,169,18,631.13,0
C00911,ORD000160,2023-07-24,books,222.67,4,0.14,paid_search,AU,354,32,1843.06,0
C00274,ORD000161,2023-02-12,books,215.13,4,0.24,paid_search,DE,150,21,521.96,1
C00303,ORD000162,2023-06-06,sports,303.3,4,0.07,email,CA,228,3,3636.8,0
C00630,ORD000163,2023-08-11,home_garden,321.54,1,0.03,referral,AU,186,33,4007.47,0
C00976,ORD000164,2023-01-16,clothing,425.09,4,0.01,organic_search,UK,330,24,1817.13,0
C00034,ORD000165,2023-11-06,clothing,341.14,3,0.15,organic_search,DE,70,34,1841.08,1
C00286,ORD000166,2023-05-08,electronics,17.83,2,0.2,email,DE,60,17,3877.07,0
C00220,ORD000167,2023-11-10,home_garden,348.52,4,0.08,paid_search,US,231,12,4494.41,0
C00090,ORD000168,2023-12-16,toys,493.35,3,0.28,direct,DE,148,20,4258.3,0
C00950,ORD000169,2023-12-25,books,91.18,3,0.2,organic_search,UK,71,16,3953.96,1
C00568,ORD000170,2023-10-21,home_garden,236.37,5,0.05,organic_search,US,158,26,4997.98,0
C00539,ORD000171,2023-07-30,toys,207.67,5,0.03,social,FR,37,29,2334.51,0
C00132,ORD000172,2023-10-10,books,295.95,2,0.17,organic_search,US,265,10,1527.58,1
C00958,ORD000173,2023-12-30,clothing,176.28,5,0.36,organic_search,CA,100,41,4782.19,1
C00641,ORD000174,2023-06-05,beauty,269.07,5,0.26,direct,DE,78,11,3297.08,0
C00620,ORD000175,2023-06-22,toys,462.35,1,0.33,organic_search,US,23,42,3857.4,1
C00216,ORD000176,2023-10-20,sports,310.96,1,0.2,referral,DE,148,42,4783.68,0
C00825,ORD000177,2023-12-17,sports,152.23,1,0.28,paid_search,AU,212,31,2327.57,1
C00148,ORD000178,2023-06-10,toys,360.59,3,0.39,paid_search,CA,263,36,539.86,1
C00126,ORD000179,2023-05-17,sports,127.72,1,0.02,email,DE,214,16,4813.8,0
C00834,ORD000180,2023-06-17,beauty,361.96,2,0.31,email,DE,239,32,4396.59,1
C00093,ORD000181,2023-07-21,beauty,231.33,2,0.09,social,US,25,19,2479.52,0
C00670,ORD000182,2023-12-11,sports,146.45,1,0.34,email,UK,135,47,1835.23,1
C00047,ORD000183,2023-07-25,electronics,287.29,2,0.15,social,US,197,33,2257.27,0
C00846,ORD000184,2023-11-16,books,307.47,2,0.39,email,CA,173,36,4695.35,0
C00204,ORD000185,2023-11-05,beauty,203.69,1,0.02,paid_search,FR,170,31,2601.47,1
C00915,ORD000186,2023-09-21,clothing,167.34,5,0.13,email,DE,153,38,1688.5,0
C00546,ORD000187,2023-09-08,books,283.65,4,0.33,social,CA,344,8,4899.69,0
C00816,ORD000188,2023-12-19,books,18.19,4,0.11,referral,DE,295,15,3609.79,0
C00175,ORD000189,2023-09-26,books,361.99,4,0.06,referral,UK,16,37,4741.54,1
C00020,ORD000190,2023-08-14,home_garden,212.3,4,0.28,email,DE,313,31,4365.36,1
C00064,ORD000191,2023-12-28,clothing,261.75,5,0.13,referral,AU,269,25,1575.63,1
C00935,ORD000192,2023-09-30,home_garden,275.41,3,0.24,paid_search,UK,142,36,1499.51,0
C00305,ORD000193,2023-05-28,books,107.6,4,0.13,social,DE,140,19,618.15,0
C00389,ORD000194,2023-07-22,toys,175.84,2,0.12,social,FR,40,23,4620.81,0
C00766,ORD000195,2023-09-03,clothing,105.02,5,0.11,direct,FR,139,9,555.04,0
C00246,ORD000196,2023-05-05,electronics,336.57,5,0.09,paid_search,US,51,27,1658.17,0
C00698,ORD000197,2023-03-12,electronics,482.44,2,0.16,email,AU,333,13,3782.0,1
C00293,ORD000198,2023-11-27,electronics,454.43,1,0.26,paid_search,DE,19,12,2095.25,0
C00957,ORD000199,2023-01-19,toys,201.51,4,0.07,referral,CA,19,1,1498.98,0
C00951,ORD000200,2023-06-21,home_garden,229.9,5,0.21,paid_search,DE,239,18,972.13,1
C00167,ORD000201,2023-08-23,books,132.35,2,0.01,social,CA,290,44,3788.84,1
C00877,ORD000202,2023-11-24,sports,414.36,5,0.13,email,FR,48,12,4908.61,1
C00959,ORD000203,2023-05-08,electronics,134.09,2,0.18,social,CA,154,38,3617.18,1
C00670,ORD000204,2023-07-04,books,121.97,1,0.19,paid_search,AU,351,33,4616.3,0
C00789,ORD000205,2023-06-09,books,63.12,3,0.15,paid_search,UK,68,31,774.4,0
C00621,ORD000206,2023-07-11,sports,352.46,4,0.3,referral,UK,126,44,3776.15,0
C00084,ORD000207,2023-09-27,sports,266.45,3,0.03,direct,US,31,36,4515.41,1
C00550,ORD000208,2023-03-18,clothing,167.42,5,0.18,referral,UK,298,32,463.8,0
C00829,ORD000209,2023-01-29,sports,70.31,4,0.18,organic_search,DE,236,44,4036.51,0
C00406,ORD000210,2023-05-11,toys,6.49,2,0.23,organic_search,AU,176,45,328.16,0
C00958,ORD000211,2023-02-05,sports,20.71,4,0.07,paid_search,FR,330,27,1878.56,0
C00460,ORD000212,2023-07-13,sports,44.72,5,0.05,social,US,91,35,1971.36,1
C00229,ORD000213,2023-01-02,toys,16.25,3,0.19,referral,DE,217,35,1902.59,1
C00472,ORD000214,2023-06-27,clothing,141.45,1,0.01,referral,AU,314,50,4681.83,0
C00247,ORD000215,2023-04-16,electronics,54.94,1,0.18,referral,FR,24,16,3705.3,0
C00240,ORD000216,2023-10-04,clothing,378.42,1,0.06,social,UK,294,21,2891.6,0
C00839,ORD000217,2023-06-14,clothing,154.37,2,0.39,direct,UK,211,20,1383.02,0
C00606,ORD000218,2023-03-31,books,340.98,5,0.2,social,FR,343,25,3931.16,1
C00427,ORD000219,2023-07-29,clothing,153.44,2,0.3,email,UK,115,20,4289.13,1
C00475,ORD000220,2023-01-30,beauty,209.28,4,0.22,paid_search,AU,124,17,1024.65,0
C00945,ORD000221,2023-08-19,toys,188.68,5,0.29,paid_search,US,137,25,3371.62,0
C00895,ORD000222,2023-02-07,clothing,403.3,5,0.29,direct,UK,245,14,4348.67,1
C00980,ORD000223,2023-01-08,clothing,468.89,1,0.3,email,UK,356,39,3521.81,1
C00246,ORD000224,2023-10-10,home_garden,388.88,4,0.19,referral,CA,157,17,1804.63,0
C00478,ORD000225,2023-02-20,toys,490.75,4,0.3,social,UK,189,21,2075.51,0
C00227,ORD000226,2023-03-16,electronics,134.08,5,0.23,email,CA,78,13,1656.03,1
C00854,ORD000227,2023-05-06,sports,277.57,3,0.1,email,FR,328,48,2458.07,1
C00815,ORD000228,2023-06-30,clothing,74.28,5,0.2,direct,FR,30,34,178.78,0
C00968,ORD000229,2023-12-09,electronics,383.35,4,0.05,referral,UK,34,46,763.64,1
C00467,ORD000230,2023-07-11,electronics,310.83,5,0.37,referral,AU,8,1,2665.74,0
C00018,ORD000231,2023-09-29,books,141.0,3,0.01,referral,FR,220,12,544.01,1
C00153,ORD000232,2023-05-04,clothing,311.79,3,0.33,social,AU,40,24,4796.9,1
C00250,ORD000233,2023-12-23,clothing,153.49,1,0.26,referral,US,47,26,1902.53,0
C00058,ORD000234,2023-11-23,electronics,352.91,1,0.2,email,FR,169,37,4886.87,0
C00917,ORD000235,2023-09-28,electronics,118.73,5,0.19,organic_search,US,350,18,4497.57,0
C00034,ORD000236,2023-04-02,toys,160.67,2,0.23,referral,AU,39,20,820.63,1
C00855,ORD000237,2023-07-19,books,448.78,3,0.15,referral,UK,352,47,401.35,0
C00355,ORD000238,2023-01-28,electronics,221.36,1,0.14,direct,DE,203,50,1638.62,0
C00803,ORD000239,2023-08-19,sports,117.93,5,0.38,email,UK,348,38,3306.75,1
C00634,ORD000240,2023-06-01,toys,126.99,1,0.03,paid_search,AU,364,41,779.84,1
C00370,ORD000241,2023-02-24,electronics,7.57,3,0.18,social,US,67,6,945.08,0
C00569,ORD000242,2023-09-20,sports,56.13,1,0.14,organic_search,DE,306,21,4319.95,1
C00424,ORD000243,2023-07-18,toys,46.93,5,0.36,paid_search,DE,266,11,3429.73,1
C00276,ORD000244,2023-06-04,home_garden,249.1,1,0.07,social,AU,153,31,3915.51,1
C00967,ORD000245,2023-05-07,books,314.39,5,0.25,email,US,69,20,43.77,1
C00862,ORD000246,2023-11-14,sports,403.02,3,0.18,email,FR,304,9,1509.17,0
C00712,ORD000247,2023-04-13,sports,160.52,4,0.39,social,FR,355,41,2460.13,0
C00249,ORD000248,2023-06-16,sports,143.75,4,0.15,direct,UK,303,35,907.84,0
C00028,ORD000249,2023-08-25,books,108.78,3,0.33,organic_search,AU,344,32,704.5,1
C00259,ORD000250,2023-12-04,clothing,359.04,4,0.03,direct,AU,298,26,2676.49,0
C00891,ORD000251,2023-12-21,sports,274.1,3,0.28,direct,DE,326,6,555.75,1
C00681,ORD000252,2023-07-01,clothing,325.26,1,0.23,referral,FR,331,26,4834.39,1
C00816,ORD000253,2023-08-09,electronics,10.22,3,0.09,referral,DE,285,38,3441.45,1
C00384,ORD000254,2023-07-20,sports,387.31,5,0.28,paid_search,CA,12,31,531.7,1
C00985,ORD000255,2023-02-13,electronics,416.5,2,0.14,social,AU,105,34,2419.8,0
C00449,ORD000256,2023-12-23,sports,162.86,3,0.02,referral,US,11,22,3243.37,0
C00169,ORD000257,2023-05-05,beauty,91.35,2,0.13,email,AU,118,26,3152.5,1
C00674,ORD000258,2023-08-10,sports,19.45,5,0.35,email,DE,219,25,32.21,1
C00286,ORD000259,2023-12-27,toys,399.02,5,0.04,direct,UK,187,21,993.4,1
C00687,ORD000260,2023-09-08,beauty,483.13,3,0.24,direct,AU,300,8,1746.14,0
C00633,ORD000261,2023-03-30,toys,338.43,3,0.37,direct,US,344,9,1572.8,1
C00120,ORD000262,2023-04-04,home_garden,348.25,5,0.16,direct,UK,294,25,2120.96,0
C00551,ORD000263,2023-12-22,books,465.69,2,0.22,email,CA,71,12,1579.75,1
C00055,ORD000264,2023-07-03,electronics,244.88,2,0.33,direct,DE,334,32,2051.58,1
C00728,ORD000265,2023-08-16,sports,87.79,5,0.01,paid_search,CA,16,18,1131.97,1
C00800,ORD000266,2023-08-23,beauty,372.55,4,0.22,organic_search,DE,58,18,3877.81,0
C00376,ORD000267,2023-10-05,toys,379.61,4,0.22,email,US,334,49,1245.18,0
C00034,ORD000268,2023-08-19,home_garden,177.55,1,0.18,organic_search,UK,107,48,2943.74,1
C00728,ORD000269,2023-11-09,books,216.94,5,0.06,paid_search,UK,30,37,1760.57,1
C00552,ORD000270,2023-03-28,home_garden,489.61,3,0.12,social,DE,347,7,686.59,0
C00422,ORD000271,2023-01-31,home_garden,434.19,2,0.28,paid_search,UK,74,46,1617.26,1
C00864,ORD000272,2023-12-13,sports,247.28,5,0.25,referral,AU,192,29,386.83,0
C00788,ORD000273,2023-02-17,sports,260.23,3,0.28,social,AU,249,21,2913.96,0
C00868,ORD000274,2023-02-17,books,486.21,3,0.34,direct,AU,111,28,4125.99,1
C00331,ORD000275,2023-05-26,home_garden,275.92,2,0.23,email,CA,349,49,251.56,1
C00803,ORD000276,2023-08-24,electronics,66.5,2,0.18,organic_search,AU,103,45,4547.94,0
C00310,ORD000277,2023-03-23,toys,466.7,3,0.04,social,CA,42,24,3325.9,0
C00054,ORD000278,2023-07-22,books,156.23,2,0.17,organic_search,FR,48,1,1074.97,1
C00608,ORD000279,2023-04-26,beauty,341.59,1,0.0,social,US,216,45,669.55,1
C00393,ORD000280,2023-02-15,books,403.95,1,0.13,social,UK,195,50,4068.71,0
C00657,ORD000281,2023-12-13,clothing,38.86,5,0.0,referral,UK,225,23,3614.94,0
C00156,ORD000282,2023-07-30,beauty,344.85,2,0.03,organic_search,UK,63,38,3652.75,1
C00440,ORD000283,2023-06-11,toys,74.22,3,0.26,paid_search,DE,307,39,3608.69,1
C00964,ORD000284,2023-12-20,electronics,424.71,3,0.08,direct,DE,96,48,1964.84,0
C00803,ORD000285,2023-05-03,sports,196.01,2,0.2,direct,US,270,1,4934.54,0
C00136,ORD000286,2023-07-18,toys,420.29,4,0.15,referral,UK,241,50,374.23,0
C00015,ORD000287,2023-05-15,clothing,24.71,1,0.38,email,DE,146,41,3566.02,0
C00434,ORD000288,2023-12-26,sports,45.8,5,0.22,paid_search,CA,42,20,404.32,0
C00998,ORD000289,2023-03-21,beauty,166.74,5,0.25,referral,FR,329,5,1557.75,0
C00977,ORD000290,2023-05-03,electronics,126.02,4,0.05,direct,DE,28,20,3333.74,0
C00180,ORD000291,2023-03-03,electronics,355.41,1,0.07,social,DE,264,47,1303.64,1
C00768,ORD000292,2023-05-18,books,443.78,1,0.13,email,CA,268,5,1322.12,0
C00643,ORD000293,2023-02-09,sports,230.32,3,0.02,direct,UK,188,11,1283.03,1
